ID_Registro,Puesto_Empleo,Tipo_Recurso,Nombre_O_Modelo,Costo_Inversion_Inicial_USD,Gasto_Mantenimiento_Operacion_Mensual_USD,Salario_O_Licencia_Mensual_USD,Gasto_Total_Anual_USD,Horas_Operativas_Mes,Costo_Por_Hora_USD,Nivel_Eficiencia_Pct,Tasa_Error_Pct,Estado_Implementacion
REC-1473,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),AutonomousPilot SaaS License #503,4379.23,104.12,401.04,10441.12,642,0.79,96.9,0.53,Fase Piloto / Licencia SaaS
REC-1474,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #504,3952.53,106.06,415.81,10214.93,668,0.78,95.8,0.54,Fase Piloto / Licencia SaaS
REC-1475,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #505,4146.77,85.37,421.62,10230.67,672,0.75,97.6,0.44,Fase Piloto / Licencia SaaS
REC-1476,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #506,4295.33,114.44,406.71,10549.17,671,0.78,97.1,0.55,Fase Piloto / Licencia SaaS
REC-1477,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #507,3093.26,102.79,372.77,8799.95,649,0.73,99.2,0.69,Fase Piloto / Licencia SaaS
REC-1478,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #508,4445.53,93.99,391.68,10273.62,659,0.74,97.1,0.54,Fase Piloto / Licencia SaaS
REC-1479,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #509,4503.45,122.84,368.23,10396.38,673,0.73,98.7,0.44,Fase Piloto / Licencia SaaS
REC-1480,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),NavigAItor v3 CoPilot License #510,4062.32,107.8,377.45,9885.31,632,0.77,96.0,0.46,Fase Piloto / Licencia SaaS
REC-1481,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),NavigAItor v3 CoPilot License #511,2753.29,118.07,312.95,7925.62,614,0.7,95.2,0.59,Fase Piloto / Licencia SaaS
REC-1482,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),NavigAItor v3 CoPilot License #512,4358.56,87.18,400.57,10211.56,639,0.76,96.4,0.44,Fase Piloto / Licencia SaaS
REC-1483,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),AutonomousPilot SaaS License #513,3271.6,105.23,359.05,8843.04,679,0.68,95.5,0.57,Fase Piloto / Licencia SaaS
REC-1484,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #514,4089.72,126.22,291.95,9107.78,693,0.6,96.9,0.62,Fase Piloto / Licencia SaaS
REC-1485,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #515,4369.61,99.84,340.3,9651.22,667,0.66,96.7,0.57,Fase Piloto / Licencia SaaS
REC-1486,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #516,4045.1,125.63,376.02,10064.97,655,0.77,97.7,0.46,Fase Piloto / Licencia SaaS
REC-1487,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #517,3711.36,90.54,284.95,8217.24,624,0.6,96.6,0.47,Fase Piloto / Licencia SaaS
REC-1488,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),AutonomousPilot SaaS License #518,4174.97,124.67,377.77,10204.32,627,0.8,97.9,0.57,Fase Piloto / Licencia SaaS
REC-1489,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #519,3159.22,97.94,393.23,9053.33,644,0.76,97.4,0.43,Fase Piloto / Licencia SaaS
REC-1490,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #520,4999.61,98.49,326.59,10100.49,649,0.65,96.9,0.66,Fase Piloto / Licencia SaaS
REC-1491,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),AutonomousPilot SaaS License #521,4455.7,125.66,347.18,10129.7,687,0.69,98.0,0.66,Fase Piloto / Licencia SaaS
REC-1492,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #522,4025.76,122.17,353.23,9730.59,629,0.76,97.6,0.42,Fase Piloto / Licencia SaaS
REC-1493,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #523,4005.44,116.2,382.94,9995.06,652,0.77,97.8,0.61,Fase Piloto / Licencia SaaS
REC-1494,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),NavigAItor v3 CoPilot License #524,3944.25,108.44,344.55,9380.16,669,0.68,96.6,0.41,Fase Piloto / Licencia SaaS
REC-1495,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),AutonomousPilot SaaS License #525,4348.38,118.0,240.51,8650.42,666,0.54,97.3,0.65,Fase Piloto / Licencia SaaS
REC-1496,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),AutonomousPilot SaaS License #526,4288.34,134.83,350.44,10111.5,650,0.75,96.8,0.54,Fase Piloto / Licencia SaaS
REC-1497,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),UrbanDrive AI Navigator License #527,3968.25,107.1,337.03,9297.76,645,0.69,97.9,0.58,Fase Piloto / Licencia SaaS
REC-1498,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),Autodrive Pro Platform License #528,3756.92,78.69,322.13,8566.75,666,0.6,98.7,0.45,Fase Piloto / Licencia SaaS
REC-1499,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #529,3688.66,124.09,326.02,9090.04,628,0.72,95.7,0.42,Fase Piloto / Licencia SaaS
REC-1500,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #530,4620.42,94.04,374.87,10247.43,630,0.74,97.6,0.49,Fase Piloto / Licencia SaaS
